,키워드,언급수
0,완도,2408
1,청산도,1913
2,여행,1683
3,배,1167
4,시간,999
5,코스,904
6,바다,869
7,전복,865
8,사진,840
9,섬,757
10,사람,756
11,마을,613
12,출발,566
13,버스,558
14,제주,529
15,타고,485
16,맛,484
17,유채꽃,474
18,터미널,473
19,바위,460
20,집,420
21,제주도,419
22,숙소,413
23,슬로,411
24,산,405
25,풍경,366
26,맛집,359
27,예약,356
28,항,355
29,벚꽃,346
30,봄,331
31,추천,328
32,해변,326
33,서편제,326
34,차량,318
35,아침,314
36,꽃,304
37,축제,294
38,식당,290
39,길이,286
40,구경,284
41,카페,283
42,박,282
43,범,282
44,방문,276
45,장보고,275
46,이제,268
47,걷기,267
48,밥,264
49,촬영,260
