,키워드,언급수
0,춘천,1168
1,여행,617
2,시간,369
3,카페,338
4,사진,298
5,닭갈비,288
6,남이섬,258
7,사람,237
8,강원도,217
9,방문,216
10,감자,198
11,겨울,196
12,빵,191
13,맛,190
14,추천,190
15,춘천시,184
16,체험,181
17,가족,176
18,집,164
19,메뉴,148
20,친구,146
21,호텔,139
22,코스,136
23,강원,133
24,맛집,130
25,케이블카,130
26,예약,129
27,커피,129
28,숙소,127
29,워,124
30,소양강,120
31,주문,119
32,스카이,118
33,장소,116
34,구경,114
35,주차장,111
36,타고,110
37,풍경,108
38,박물관,106
39,위치,105
40,할인,102
41,무료,98
42,펜션,98
43,날씨,97
44,작품,97
45,주차,96
46,악산,93
47,가평,88
48,가격,87
49,분위기,85
