,키워드,언급수
0,진도,4169
1,비치,1816
2,쏠,1804
3,여행,1490
4,사진,996
5,시간,938
6,뷰,854
7,바다,842
8,리조트,787
9,사람,636
10,카페,616
11,풀,605
12,맛,509
13,맛집,495
14,식당,475
15,인피니티,449
16,예약,396
17,목포,382
18,가족,381
19,오션,375
20,추천,371
21,체크,370
22,섬,366
23,바,361
24,저녁,360
25,호텔,357
26,케이블카,348
27,집,344
28,야경,344
29,아침,344
30,숙소,339
31,해남,331
32,배,327
33,산책,324
34,날씨,321
35,타워,317
36,객실,306
37,주문,296
38,박,292
39,밤,291
40,방문,291
41,수영장,289
42,구경,285
43,회,284
44,할인,282
45,출발,274
46,메뉴,274
47,밥,272
48,센터,261
49,풍경,258
