,키워드,언급수
0,완주,885
1,여행,443
2,카페,315
3,사진,239
4,전주,235
5,시간,218
6,마을,191
7,사람,191
8,코스,172
9,제주,169
10,맛,168
11,방문,153
12,전북,138
13,겨울,137
14,올레길,129
15,집,124
16,축제,122
17,술,120
18,삼례,119
19,숙소,113
20,문화,108
21,맛집,108
22,푸드,107
23,예술,104
24,가족,104
25,체험,99
26,추천,95
27,고택,92
28,완주군,92
29,음식,90
30,이야기,90
31,이제,90
32,책,90
33,주문,90
34,장소,87
35,캠프,86
36,고기,85
37,곶감,85
38,산,83
39,봉,83
40,비비,83
41,풍경,82
42,힐링,78
43,대회,78
44,자연,77
45,펜션,77
46,날씨,74
47,구경,72
48,주차장,69
49,친구,69
