,키워드,언급수
0,섬,1231
1,신안,651
2,여행,612
3,사람,565
4,신안군,431
5,바다,383
6,시간,381
7,집,373
8,목포,352
9,꽃,332
10,마을,326
11,퍼플,316
12,다리,307
13,전남,269
14,사진,249
15,자연,242
16,산,224
17,세계,222
18,박물관,208
19,소리,202
20,속,196
21,봄,196
22,맛,194
23,갯벌,186
24,차량,186
25,대교,185
26,관광,185
27,이름,184
28,인간,184
29,풍경,183
30,증도,181
31,보라색,181
32,축제,180
33,천사,179
34,공원,179
35,반월,174
36,배,170
37,바람,167
38,마산,164
39,두,160
40,조개,160
41,이야기,157
42,출발,155
43,해변,154
44,끝,153
45,살,145
46,서울,144
47,방문,143
48,작품,141
49,길이,141
