,키워드,언급수
0,하동,4030
1,여행,1819
2,사진,1430
3,카페,1062
4,시간,885
5,숙소,832
6,궁,689
7,사람,675
8,맛,674
9,녹차,661
10,화,593
11,가을,590
12,풍경,582
13,뷰,549
14,장터,548
15,주차장,542
16,구경,524
17,추천,511
18,예약,481
19,섬진강,477
20,주문,473
21,최,464
22,방문,464
23,주차,449
24,집,443
25,지리산,440
26,댁,436
27,참판,435
28,동정호,429
29,맛집,427
30,밤,410
31,식당,405
32,쌍계사,402
33,재첩,397
34,삼성,376
35,코스모스,367
36,아침,365
37,날씨,356
38,코스,356
39,밥,354
40,경남,343
41,산,331
42,입구,331
43,구례,330
44,꽃,328
45,위치,324
46,커피,303
47,하늘,303
48,포토,291
49,축제,285
