,키워드,언급수
0,장흥,905
1,여행,839
2,사람,580
3,사진,556
4,시간,438
5,마을,399
6,맛,385
7,집,336
8,바다,321
9,꽃,302
10,카페,289
11,봄,279
12,공원,244
13,장비,236
14,산,234
15,코스,233
16,숲,222
17,위치,218
18,강진,202
19,통역,202
20,버스,201
21,자연,197
22,섬,196
23,맛집,194
24,서울,192
25,방문,186
26,나무,178
27,작품,178
28,추천,173
29,풍경,171
30,전남,170
31,이제,169
32,정남진,168
33,다리,166
34,코로나,164
35,책,164
36,작가,163
37,이야기,163
38,속,162
39,체험,162
40,친구,160
41,바람,158
42,식당,154
43,빵,153
44,게,153
45,숙소,152
46,하늘,150
47,음식,149
48,이름,148
49,동시,147
