,키워드,언급수
0,강진,2695
1,여행,1561
2,사람,862
3,사진,845
4,시간,838
5,집,694
6,코스,649
7,가을,614
8,다리,599
9,마을,572
10,공원,528
11,바다,509
12,다산,485
13,가우,473
14,산,464
15,맛,444
16,청자,442
17,섬,432
18,강진군,422
19,박물관,409
20,전남,407
21,식당,405
22,체험,404
23,친구,368
24,갈대,364
25,방문,361
26,풍경,357
27,이야기,353
28,이름,350
29,책,349
30,카페,342
31,광주,340
32,생태,331
33,맛집,330
34,버스,328
35,조선,319
36,축제,316
37,위치,309
38,아침,308
39,길이,304
40,추천,303
41,출발,297
42,타고,295
43,입구,292
44,못,290
45,단풍,287
46,해남,286
47,역사,284
48,터미널,282
49,남도,279
