,키워드,언급수
0,여행,1578
1,맛,1310
2,영양,1167
3,밥,861
4,시간,773
5,맛집,712
6,사진,635
7,사람,598
8,집,582
9,주문,518
10,경주,507
11,카페,488
12,고기,473
13,음식,461
14,추천,450
15,양념,390
16,제품,389
17,여름,373
18,구이,370
19,식당,370
20,메뉴,358
21,숙소,356
22,방문,348
23,간식,344
24,저녁,315
25,한우,311
26,아침,302
27,바다,292
28,가족,289
29,엄마,284
30,비타민,281
31,건강,279
32,반찬,278
33,피부,267
34,전복,266
35,휴가,263
36,식사,263
37,가격,262
38,예약,260
39,포장,258
40,먹기,250
41,재료,250
42,강아지,248
43,이제,243
44,갈비,239
45,산,235
46,살,234
47,역시,233
48,체험,232
49,게,231
